ID,Entry Name,Gene,Pfam
A6NNE9,MARHB_HUMAN,MARCHF11,PF12906;
A6NNS2,DRS7C_HUMAN,DHRS7C,PF00106;
A6NNW6,ENO4_HUMAN,ENO4,PF00113;
A6QL63,ABTB3_HUMAN,ABTB3,PF00023;PF12796;PF00651;
A6XGL0,YJEN3_HUMAN,YJEFN3,PF03853;
A6ZKI3,RTL8C_HUMAN,RTL8C,PF16297;
A7E2F4,GOG8A_HUMAN,GOLGA8A,PF19046;PF15070;
A7MBM2,DISP2_HUMAN,DISP2,null
A8K855,EFCB7_HUMAN,EFCAB7,PF13499;
A8K979,ERI2_HUMAN,ERI2,PF00929;PF06839;
A8MPP1,D11L8_HUMAN,DDX11L8,PF06733;PF13307;
A8MQT2,GOG8B_HUMAN,GOLGA8B,PF19046;PF15070;
A8MTL3,R212B_HUMAN,RNF212B,null
A8MUK1,U17L5_HUMAN,USP17L5,PF04774;PF00443;
A8MV81,HIG1C_HUMAN,HIGD1C,PF04588;
A8MWX3,WASH4_HUMAN,WASH4P,PF11945;
A8MWY0,ELAP2_HUMAN,ELAPOR2,null
A8MXK1,VSTM5_HUMAN,VSTM5,null
A8MYP8,CMA1B_HUMAN,CIMAP1B,PF07004;
B1AL88,NALF1_HUMAN,NALF1,null
B2RNN3,C1T9B_HUMAN,C1QTNF9B,PF00386;PF01391;
B2RU33,POTEC_HUMAN,POTEC,PF12796;
B2RXH8,HNRC2_HUMAN,HNRNPCL2,PF00076;
B3EWF7,EP2A2_HUMAN,EPM2A,null
B3EWG3,FM25A_HUMAN,FAM25A,PF15825;
B4DJY2,TM233_HUMAN,TMEM233,PF04505;
B4DS77,SHSA9_HUMAN,SHISA9,PF13908;
B7Z8K6,TRDC_HUMAN,TRDC,PF07654;
B8ZZ34,SHSA8_HUMAN,SHISA8,PF13908;
B9EJG8,T150C_HUMAN,TMEM150C,PF10277;
C0HLU2,SEHBP_HUMAN,ZNF689,PF21978;
C0HLV8,MP31_HUMAN,MLDHR,PF22001;
C0HM02,PKHUO_HUMAN,PRKCH,PF21952;
C0HM98,DDUP_HUMAN,CTBP1-DT,null
C0HMA1,P155_HUMAN,MIR155HG,null
E9PAV3,NACAM_HUMAN,NACA,PF19026;PF01849;
E9PQX1,TM262_HUMAN,TMEM262,null
G3V0H7,SO1B7_HUMAN,SLCO1B7,PF07648;PF03137;
G9CGD6,CNIPF_HUMAN,CNK3/IPCEF1,PF06663;PF10534;PF00595;PF00169;PF00536;
H3BRN8,PIRC2_HUMAN,PIERCE2,PF14892;
I0J062,PANO1_HUMAN,PANO1,null
M5A8F1,SUPYN_HUMAN,ERVH48-1,null
O00230,CORT_HUMAN,CORT,PF03002;
O00295,TULP2_HUMAN,TULP2,PF01167;PF16322;
O00321,ETV2_HUMAN,ETV2,PF00178;
O00458,IFRD1_HUMAN,IFRD1,PF05004;PF04836;
O00515,LAD1_HUMAN,LAD1,null
O00534,VMA5A_HUMAN,VWA5A,PF08487;PF13768;
O00570,SOX1_HUMAN,SOX1,PF00505;PF12336;
O14545,TRAD1_HUMAN,TRAFD1,PF21366;
O14599,VCY2_HUMAN,BPY2; BPY2B; BPY2C,null
O14602,IF1AY_HUMAN,EIF1AY,PF01176;
O14626,GP171_HUMAN,GPR171,PF00001;
O14668,TMG1_HUMAN,PRRG1,PF00594;
O14709,ZN197_HUMAN,ZNF197,PF01352;PF02023;PF00096;
O14718,OPSX_HUMAN,RRH,PF00001;
O14753,OVOL1_HUMAN,OVOL1,PF00096;PF13465;
O14841,OPLA_HUMAN,OPLAH,PF19278;PF05378;PF01968;PF02538;
O14957,QCR10_HUMAN,UQCR11,PF08997;
O15016,TRI66_HUMAN,TRIM66,PF00439;PF00628;PF00643;
O15034,RIMB2_HUMAN,RIMBP2,PF00041;PF07653;PF14604;
O15063,GRRE1_HUMAN,GARRE1,PF15923;
O15069,NACAD_HUMAN,NACAD,PF19026;PF01849;
O15090,ZN536_HUMAN,ZNF536,PF00096;PF16606;PF13909;
O15218,GP182_HUMAN,GPR182,PF00001;
O15235,RT12_HUMAN,MRPS12,PF00164;
O15321,TM9S1_HUMAN,TM9SF1,PF02990;
O15335,CHAD_HUMAN,CHAD,PF13855;PF01462;
O15375,MOT6_HUMAN,SLC16A5,PF07690;
O15403,MOT7_HUMAN,SLC16A6,PF07690;
O15417,TNC18_HUMAN,TNRC18,PF01426;PF21744;
O15539,RGS5_HUMAN,RGS5,PF00615;
O43247,CMIP4_HUMAN,CIMIP4,PF15400;
O43301,HS12A_HUMAN,HSPA12A,null
O43345,ZN208_HUMAN,ZNF208,PF01352;PF00096;PF13912;PF13465;
O43347,MSI1H_HUMAN,MSI1,PF00076;
O43414,ERI3_HUMAN,ERI3,PF00929;
O43555,GON2_HUMAN,GNRH2,PF00446;
O43638,FOXS1_HUMAN,FOXS1,PF00250;
O43657,TSN6_HUMAN,TSPAN6,PF00335;
O43677,NDUC1_HUMAN,NDUFC1,PF15088;
O43692,PI15_HUMAN,PI15,PF00188;
O43736,ITM2A_HUMAN,ITM2A,PF04089;
O43812,DUX1_HUMAN,DUX1,PF00046;
O43908,NKG2F_HUMAN,KLRC4,null
O43934,MFS11_HUMAN,MFSD11,PF05978;
O60224,SSX4_HUMAN,SSX4; SSX4B,PF09514;
O60225,SSX5_HUMAN,SSX5,PF09514;
O60234,GMFG_HUMAN,GMFG,PF00241;
O60245,PCDH7_HUMAN,PCDH7,PF00028;PF08266;PF08374;
O60262,GBG7_HUMAN,GNG7,PF00631;
O60279,SUSD5_HUMAN,SUSD5,PF00193;
O60299,LZTS3_HUMAN,LZTS3,PF06818;
O60330,PCDGC_HUMAN,PCDHGA12,PF00028;PF08266;PF16492;PF15974;
O60361,NDK8_HUMAN,NME2P1,PF00334;
O60412,OR7C2_HUMAN,OR7C2,PF13853;
O60422,ONEC3_HUMAN,ONECUT3,PF02376;PF00046;
O60522,TDRD6_HUMAN,TDRD6,PF00567;
O60542,PSPN_HUMAN,PSPN,PF00019;
O60676,CST8_HUMAN,CST8,PF00031;
O60765,Z354A_HUMAN,ZNF354A,PF01352;PF00096;
O60774,FMO6_HUMAN,FMO6P,PF00743;
O60811,PRAM2_HUMAN,PRAMEF2,null
O71037,ENK19_HUMAN,ERVK-19,PF00517;PF13804;PF15695;
O75064,DEN4B_HUMAN,DENND4B,PF03455;PF02141;PF03456;
O75095,MEGF6_HUMAN,MEGF6,PF12662;PF07645;PF14670;PF00053;
O75123,ZN623_HUMAN,ZNF623,PF00096;
O75153,CLU_HUMAN,CLUH,PF13236;PF15044;PF12807;PF13424;
O75157,T22D2_HUMAN,TSC22D2,PF01166;
O75310,UDB11_HUMAN,UGT2B11,PF00201;
O75325,LRRN2_HUMAN,LRRN2,PF07679;PF13855;
O75335,LIPA4_HUMAN,PPFIA4,PF00536;PF07647;
O75346,ZN253_HUMAN,ZNF253,PF01352;PF00096;PF13465;
O75352,MPU1_HUMAN,MPDU1,PF04193;
O75363,BCAS1_HUMAN,BCAS1,null
O75388,GPR32_HUMAN,GPR32,PF00001;
O75394,RM33_HUMAN,MRPL33,PF00471;
O75437,ZN254_HUMAN,ZNF254,PF01352;PF00096;PF13465;
O75459,PAGE1_HUMAN,PAGE1,PF05831;
O75493,CAH11_HUMAN,CA11,PF00194;
O75541,ZN821_HUMAN,ZNF821,null
O75596,CLC3A_HUMAN,CLEC3A,PF00059;
O75635,SPB7_HUMAN,SERPINB7,PF00079;
O75690,KRA58_HUMAN,KRTAP5-8,null
O75711,SCRG1_HUMAN,SCRG1,PF15224;
O75715,GPX5_HUMAN,GPX5,PF00255;
O75764,TCEA3_HUMAN,TCEA3,PF08711;PF01096;PF07500;
O75820,ZN189_HUMAN,ZNF189,PF01352;PF00096;
O75830,SPI2_HUMAN,SERPINI2,PF00079;
O75901,RASF9_HUMAN,RASSF9,null
O75953,DNJB5_HUMAN,DNAJB5,PF00226;PF01556;
O75964,ATP5L_HUMAN,ATP5MG,PF04718;
O75973,C1QRF_HUMAN,C1QL1,PF00386;PF01391;
O76001,OR2J3_HUMAN,OR2J3,PF13853;
O76002,OR2J2_HUMAN,OR2J2,PF13853;
O76009,KT33A_HUMAN,KRT33A,PF00038;
O76038,SEGN_HUMAN,SCGN,PF13202;PF13499;
O76099,OR7C1_HUMAN,OR7C1,PF13853;
O94772,LY6H_HUMAN,LY6H,PF00021;
O94844,RHBT1_HUMAN,RHOBTB1,PF00651;PF00071;
O94854,K0754_HUMAN,MACF1,PF13499;PF02187;PF00435;
O94903,PLPHP_HUMAN,PLPBP,PF01168;
O94919,ENDD1_HUMAN,ENDOD1,PF01223;
O94988,FA13A_HUMAN,FAM13A,PF00620;
O95007,OR6B1_HUMAN,OR6B1,PF13853;
O95025,SEM3D_HUMAN,SEMA3D,PF18452;PF01403;
O95076,ALX3_HUMAN,ALX3,PF00046;
O95084,PRS23_HUMAN,PRSS23,PF00089;
O95164,UBL3_HUMAN,UBL3,PF13881;
O95190,OAZ2_HUMAN,OAZ2,PF02100;
O95199,RCBT2_HUMAN,RCBTB2,PF00651;PF00415;
O95222,OR6A2_HUMAN,OR6A2,PF13853;
O95336,6PGL_HUMAN,PGLS,PF01182;
O95371,OR2C1_HUMAN,OR2C1,PF13853;
O95411,TIAF1_HUMAN,MYO18A,null
O95455,TGDS_HUMAN,TGDS,PF16363;
O95620,DUS4L_HUMAN,DUS4L,PF01207;
O95625,ZBT11_HUMAN,ZBTB11,PF00651;PF17921;PF00096;PF13912;
O95661,DIRA3_HUMAN,DIRAS3,PF00071;
O95665,NTR2_HUMAN,NTSR2,PF00001;
O95685,PPR3D_HUMAN,PPP1R3D,PF03370;
O95755,RAB36_HUMAN,RAB36,PF00071;
O95757,HS74L_HUMAN,HSPA4L,PF00012;
O95759,TBCD8_HUMAN,TBC1D8,PF02893;PF00566;
O95780,ZN682_HUMAN,ZNF682,PF01352;PF00096;
O95800,GPR75_HUMAN,GPR75,PF00001;
O95838,GLP2R_HUMAN,GLP2R,PF00002;PF02793;
O95841,ANGL1_HUMAN,ANGPTL1,PF00147;
O95918,OR2H2_HUMAN,OR2H2,PF13853;
O95976,IGSF6_HUMAN,IGSF6,PF07686;
P01566,IFN10_HUMAN,IFNA10,PF00143;
P01569,IFNA5_HUMAN,IFNA5,PF00143;
P01599,KV117_HUMAN,IGKV1-17,PF07686;
P01601,KVD16_HUMAN,IGKV1D-16,PF07686;
P01611,KVD12_HUMAN,IGKV1D-12,PF07686;
P01614,KVD40_HUMAN,IGKV2D-40,PF07686;
P01624,KV315_HUMAN,IGKV3-15,PF07686;
P01703,LV140_HUMAN,IGLV1-40,PF07686;
P01714,LV319_HUMAN,IGLV3-19,PF07686;
P01715,LV301_HUMAN,IGLV3-1,PF07686;
P01717,LV325_HUMAN,IGLV3-25,PF07686;
P01718,LV327_HUMAN,IGLV3-27,PF07686;
P01733,TVBL3_HUMAN,TRBV12-3,PF07686;
P01743,HV146_HUMAN,IGHV1-46,PF07686;
P01762,HV311_HUMAN,IGHV3-11,PF07686;
P01763,HV348_HUMAN,IGHV3-48,PF07686;
P01766,HV313_HUMAN,IGHV3-13,PF07686;
P01767,HV353_HUMAN,IGHV3-53,PF07686;
P01782,HV309_HUMAN,IGHV3-9,PF07686;
P01824,HV439_HUMAN,IGHV4-39,PF07686;
P01825,HV459_HUMAN,IGHV4-59,PF07686;
P03979,TRGV3_HUMAN,TRGV3,PF07686;
P04211,LV743_HUMAN,IGLV7-43,PF07686;
P04430,KV116_HUMAN,IGKV1-16,PF07686;
P04432,KVD39_HUMAN,IGKV1D-39,PF07686;
P04433,KV311_HUMAN,IGKV3-11,PF07686;
P04435,TVB79_HUMAN,TRBV7-9,PF07686;
P04437,TVA29_HUMAN,TRAV29DV5,PF07686;
P04808,REL1_HUMAN,RLN1,PF00049;
P05013,IFNA6_HUMAN,IFNA6,PF00143;
P05015,IFN16_HUMAN,IFNA16,PF00143;
P06310,KV230_HUMAN,IGKV2-30,PF07686;
P06315,KV502_HUMAN,IGKV5-2,PF07686;
P06331,HV434_HUMAN,IGHV4-34,PF07686;
P07311,ACYP1_HUMAN,ACYP1,PF00708;
P07316,CRGB_HUMAN,CRYGB,PF00030;
P09001,RM03_HUMAN,MRPL3,PF00297;
P09093,CEL3A_HUMAN,CELA3A,PF00089;
P09630,HXC6_HUMAN,HOXC6,PF00046;
P0C0E4,RB40L_HUMAN,RAB40AL,PF00071;PF07525;
P0C1H6,H2BFM_HUMAN,H2BW2,PF00125;
P0C617,O5AL1_HUMAN,OR5AL1,PF13853;
P0C645,OR4E1_HUMAN,OR4E1,PF13853;
P0C6T2,OST4_HUMAN,OST4,PF10215;
P0C7H8,KRA23_HUMAN,KRTAP2-3,PF01500;PF13885;
P0C7M3,SFTA3_HUMAN,SFTA3,null
P0C7M4,RHF2B_HUMAN,RHOXF2B,PF00046;
P0C7M7,ACSM4_HUMAN,ACSM4,PF00501;PF13193;
P0C7P1,RBY1D_HUMAN,RBMY1D,PF08081;PF00076;
P0C7U3,ZH11B_HUMAN,ZDHHC11B,PF01529;
P0C862,C1T9A_HUMAN,C1QTNF9,PF00386;PF01391;
P0C8F1,PATE4_HUMAN,PATE4,null
P0CE72,ONCO_HUMAN,OCM,PF13499;
P0CF74,IGLC6_HUMAN,IGLC6,PF07654;
P0CG13,CTF8_HUMAN,CHTF8,PF09696;
P0CG21,NHLC4_HUMAN,NHLRC4,PF01436;
P0CG29,GST2_HUMAN,GSTT2,PF00043;PF02798;
P0CG34,TB15A_HUMAN,TMSB15A,PF01290;
P0CG35,TB15B_HUMAN,TMSB15B,PF01290;
P0CG38,POTEI_HUMAN,POTEI,PF00022;PF12796;PF14915;
P0CG39,POTEJ_HUMAN,POTEJ,PF00022;PF12796;PF14915;
P0CI25,TRI49_HUMAN,TRIM49,PF00622;PF00643;PF15227;
P0CW23,AKAI1_HUMAN,AKAIN1,PF10470;
P0DJ07,PT100_HUMAN,PET100,PF09803;
P0DN77,OPSG2_HUMAN,OPN1MW2,PF00001;
P0DN78,OPSG3_HUMAN,OPN1MW3,PF00001;
P0DN87,CGB7_HUMAN,CGB7,PF00007;
P0DTW3,HV384_HUMAN,IGHV1-38-4,PF07686;
P0DUQ2,PRAM9_HUMAN,PRAMEF9,null
P0DW28,MNS60_HUMAN,RBM10,null
P0DW81,PACMP_HUMAN,MARCHF6-DT,null
P10072,ZN875_HUMAN,ZNF875,PF01352;PF00096;PF21225;
P10266,POK10_HUMAN,ERVK-10,PF13804;PF00552;PF02022;PF00075;PF00665;PF00078;PF06817;
P12872,MOTI_HUMAN,MLN,PF04643;PF04644;
P14621,ACYP2_HUMAN,ACYP2,PF00708;
P15088,CBPA3_HUMAN,CPA3,PF00246;PF02244;
P15621,ZNF44_HUMAN,ZNF44,PF01352;PF00096;
P16260,GDC_HUMAN,SLC25A16,PF00153;
P17019,ZN708_HUMAN,ZNF708,PF01352;PF00096;
P17025,ZN182_HUMAN,ZNF182,PF01352;PF00096;
P17026,ZNF22_HUMAN,ZNF22,PF00096;
P17029,ZKSC1_HUMAN,ZKSCAN1,PF01352;PF02023;PF00096;
P17030,ZNF25_HUMAN,ZNF25,PF01352;PF00096;
P17031,ZNF26_HUMAN,ZNF26,PF01352;PF00096;
P17032,ZN37A_HUMAN,ZNF37A,PF01352;PF00096;
P17035,ZNF28_HUMAN,ZNF28,PF01352;PF00096;PF13465;
P17038,ZNF43_HUMAN,ZNF43,PF01352;PF00096;PF13912;
P17039,ZNF30_HUMAN,ZNF30,PF01352;PF00096;
P17097,ZNF7_HUMAN,ZNF7,PF01352;PF00096;
P17098,ZNF8_HUMAN,ZNF8,PF01352;PF00096;
P17538,CTRB1_HUMAN,CTRB1,PF00089;
P19961,AMY2B_HUMAN,AMY2B,PF00128;PF02806;
P20382,MCH_HUMAN,PMCH,PF05824;
P21506,ZNF10_HUMAN,ZNF10,PF01352;PF00096;PF13465;
P22090,RS4Y1_HUMAN,RPS4Y1,PF16121;PF00467;PF00900;PF08071;
P22531,SPR2E_HUMAN,SPRR2E,PF14820;
P22532,SPR2D_HUMAN,SPRR2D,PF14820;
P22676,CALB2_HUMAN,CALB2,PF13405;PF13499;
P29377,S100G_HUMAN,S100G,PF00036;PF01023;
P29762,RABP1_HUMAN,CRABP1,PF00061;
P30408,T4S1_HUMAN,TM4SF1,PF05805;
P30953,OR1E1_HUMAN,OR1E1,PF13853;
P30954,O10J1_HUMAN,OR10J1,PF13853;
P31267,HXA6_HUMAN,HOXA6,PF00046;
P31277,HXD11_HUMAN,HOXD11,PF12045;PF00046;
P32314,FOXN2_HUMAN,FOXN2,PF00250;
P33552,CKS2_HUMAN,CKS2,PF01111;
P34820,BMP8B_HUMAN,BMP8B,PF00019;PF00688;
P35325,SPR2B_HUMAN,SPRR2B,PF14820;
P35410,MAS1L_HUMAN,MAS1L,null
P35542,SAA4_HUMAN,SAA4,PF00277;
P36537,UDB10_HUMAN,UGT2B10,PF00201;
P36915,GNL1_HUMAN,GNL1,PF01926;
P40205,NCYM_HUMAN,MYCNOS,null
P40313,CTRL_HUMAN,CTRL,PF00089;
P42357,HUTH_HUMAN,HAL,PF00221;
P42696,RBM34_HUMAN,RBM34,PF00076;
P43308,SSRB_HUMAN,SSR2,PF05753;
P43363,MAGAA_HUMAN,MAGEA10,PF01454;PF12440;
P43627,KI2L2_HUMAN,KIR2DL2,PF00047;
P46095,GPR6_HUMAN,GPR6,PF00001;
P47775,GPR12_HUMAN,GPR12,PF00001;
P47874,OMP_HUMAN,OMP,PF06554;
P47883,OR3A4_HUMAN,OR3A4P,PF13853;
P47887,OR1E2_HUMAN,OR1E2,PF13853;
P47888,OR3A3_HUMAN,OR3A3,PF13853;
P47893,OR3A2_HUMAN,OR3A2,PF13853;
P47972,NPTX2_HUMAN,NPTX2,PF00354;
P48060,GLIP1_HUMAN,GLIPR1,PF00188;
P49406,RM19_HUMAN,MRPL19,PF01245;
P49441,INPP_HUMAN,INPP1,PF00459;
P49750,YLPM1_HUMAN,YLPM1,PF13671;
P50120,RET2_HUMAN,RBP2,PF00061;
P51504,ZNF80_HUMAN,ZNF80,PF00096;
P51508,ZNF81_HUMAN,ZNF81,PF01352;PF00096;
P51522,ZNF83_HUMAN,ZNF83,PF00096;
P51523,ZNF84_HUMAN,ZNF84,PF01352;PF00096;
P51689,ARSD_HUMAN,ARSD,PF00884;PF14707;
P51815,ZN75D_HUMAN,ZNF75D,PF01352;PF02023;PF00096;
P52737,ZN136_HUMAN,ZNF136,PF01352;PF00096;PF13894;PF13912;
P52741,ZN134_HUMAN,ZNF134,PF00096;
P52746,ZN142_HUMAN,ZNF142,PF00096;PF13912;
P54792,DVLP1_HUMAN,DVL1P1,PF00610;PF02377;PF00778;PF12316;PF00595;
P54793,ARSF_HUMAN,ARSF,PF00884;PF14707;
P55103,INHBC_HUMAN,INHBC,PF00019;
P55808,XG_HUMAN,XG,PF12301;
P56277,CMC4_HUMAN,CMC4,PF08991;
P56278,MTCP1_HUMAN,MTCP1,PF01840;
P56378,ATP68_HUMAN,ATP5MJ,PF08039;
P56385,ATP5I_HUMAN,ATP5ME,PF05680;
P57077,M3KCL_HUMAN,MAP3K7CL,null
P57723,PCBP4_HUMAN,PCBP4,PF00013;
P57773,CXA9_HUMAN,GJA9,PF00029;
P57775,FBXW4_HUMAN,FBXW4,PF12937;PF00400;
P58062,ISK7_HUMAN,SPINK7,PF00050;
P58166,INHBE_HUMAN,INHBE,PF00019;
P58173,OR2B6_HUMAN,OR2B6,PF13853;
P58182,O12D2_HUMAN,OR12D2,PF13853;
P58294,PROK1_HUMAN,PROK1,PF06607;
P58317,ZN121_HUMAN,ZNF121,PF00096;PF13465;
P58549,FXYD7_HUMAN,FXYD7,PF02038;
P58557,YBEY_HUMAN,YBEY,PF02130;
P58658,EVA1C_HUMAN,EVA1C,PF14851;PF02140;
P58872,RHBL3_HUMAN,RHBDL3,PF13499;PF01694;
P59025,RTP1_HUMAN,RTP1,PF13695;
P59045,NAL11_HUMAN,NLRP11,PF13516;PF05729;PF17776;PF17779;PF02758;
P59074,CHM4P_HUMAN,CHMP4BP1,PF03357;
P59282,TPPP2_HUMAN,TPPP2,PF05517;
P59533,T2R38_HUMAN,TAS2R38,PF05296;
P59534,T2R39_HUMAN,TAS2R39,PF05296;
P59535,T2R40_HUMAN,TAS2R40,PF05296;
P59537,T2R43_HUMAN,TAS2R43,PF05296;
P59538,T2R31_HUMAN,TAS2R31,PF05296;
P59540,T2R46_HUMAN,TAS2R46,PF05296;
P59543,T2R20_HUMAN,TAS2R20,PF05296;
P59796,GPX6_HUMAN,GPX6,PF00255;
P59797,SELV_HUMAN,SELENOV,PF10262;
P59826,BPIB3_HUMAN,BPIFB3,PF01273;PF02886;
P60153,RNAS9_HUMAN,RNASE9,PF00074;
P60331,KR101_HUMAN,KRTAP10-1,PF13885;
P60369,KR103_HUMAN,KRTAP10-3,PF13885;
P60413,KR10C_HUMAN,KRTAP10-12,PF13885;
P60509,ERB1_HUMAN,ERVPABLB-1,PF00429;
P60608,EFC2_HUMAN,ERVFC1-1,PF00429;
P60827,C1QT8_HUMAN,C1QTNF8,PF00386;PF01391;
P60893,GPR85_HUMAN,GPR85,PF00001;
P60983,GMFB_HUMAN,GMFB,PF00241;
P61366,OSTN_HUMAN,OSTN,PF11037;
P61550,ENVT1_HUMAN,ERVS71-1,PF00429;
P61565,ENK21_HUMAN,ERVK-21,PF00517;PF13804;PF15695;
P61566,ENK24_HUMAN,ERVK-24,PF00517;PF13804;
P61567,ENK7_HUMAN,ERVK-7,PF00517;PF13804;
P62683,GAK21_HUMAN,ERVK-21,PF02337;PF00607;PF19317;PF00098;PF14787;
P62684,GA113_HUMAN,HERVK_113,PF02337;PF00607;PF19317;PF00098;PF14787;
P63122,VPK8_HUMAN,ERVK-8,PF01585;PF00077;
P63123,VPK18_HUMAN,ERVK-18,PF01585;PF00077;
P63126,GAK9_HUMAN,ERVK-9,PF02337;PF00607;PF19317;PF00098;PF14787;
P63129,VPK24_HUMAN,ERVK-24,PF01585;PF00077;
P63130,GAK7_HUMAN,ERVK-7,PF02337;PF00607;PF19317;PF00098;PF14787;
P63131,VPK7_HUMAN,ERVK-7,PF01585;PF00077;
P63132,PO113_HUMAN,HERVK_113,PF00552;PF02022;PF00075;PF00665;PF00078;PF06817;
P63133,POK8_HUMAN,ERVK-8,PF00552;PF02022;PF00075;PF00665;PF00078;PF06817;
P63135,POK7_HUMAN,ERVK-7,PF00517;PF13804;PF00552;PF02022;PF00075;PF00665;PF00078;PF06817;
P63136,POK25_HUMAN,ERVK-25,PF00552;PF02022;PF00075;PF00665;PF00078;PF06817;
P63145,GAK24_HUMAN,ERVK-24,PF02337;PF00607;PF19317;PF00098;PF14787;
P63215,GBG3_HUMAN,GNG3,PF00631;
P63313,TYB10_HUMAN,TMSB10,PF01290;
P78414,IRX1_HUMAN,IRX1,PF05920;
P81133,SIM1_HUMAN,SIM1,PF00010;PF00989;PF08447;PF06621;
P81408,EREP3_HUMAN,ENTREP3,PF04103;
P81877,SSBP2_HUMAN,SSBP2,PF04503;
P82663,RT25_HUMAN,MRPS25,PF05047;
P82673,RT35_HUMAN,MRPS35,PF10213;
P82675,RT05_HUMAN,MRPS5,PF00333;PF03719;PF21251;
P82912,RT11_HUMAN,MRPS11,PF00411;
P82921,RT21_HUMAN,MRPS21,PF01165;
P82933,RT09_HUMAN,MRPS9,PF00380;
P82970,HMGN5_HUMAN,HMGN5,PF01101;
P82980,RET5_HUMAN,RBP5,PF00061;
P83859,OX26_HUMAN,QRFP,PF11109;
P84101,SERF2_HUMAN,SERF2,PF04419;
P86791,CCZ1_HUMAN,CCZ1,PF19031;PF19032;PF19033;
P87889,GAK10_HUMAN,ERVK-10,PF02337;PF00607;PF19317;PF00098;PF14787;
P98173,FAM3A_HUMAN,FAM3A,PF15711;
P98182,ZN200_HUMAN,ZNF200,PF00096;
Q01459,DIAC_HUMAN,CTBS,PF00704;
Q01995,TAGL_HUMAN,TAGLN,PF00402;PF00307;
Q02045,MYL5_HUMAN,MYL5,PF13499;
Q02338,BDH_HUMAN,BDH1,PF00106;
Q02386,ZNF45_HUMAN,ZNF45,PF01352;PF00096;
Q02509,OC90_HUMAN,OC90,PF00068;
Q03169,TNAP2_HUMAN,TNFAIP2,PF06046;
Q03701,CEBPZ_HUMAN,CEBPZ,PF03914;
Q03828,EVX2_HUMAN,EVX2,PF00046;
Q03936,ZNF92_HUMAN,ZNF92,PF01352;PF00096;
Q05048,CSTF1_HUMAN,CSTF1,PF16699;PF00400;
Q05952,STP2_HUMAN,TNP2,PF01254;
Q05D32,CTSL2_HUMAN,CTDSPL2,PF03031;
Q06732,ZN33B_HUMAN,ZNF33B,PF01352;PF00096;
Q07507,DERM_HUMAN,DPT,PF14704;
Q08ER8,ZN543_HUMAN,ZNF543,PF01352;PF00096;
Q0D2J5,ZN763_HUMAN,ZNF763,PF01352;PF00096;PF13912;
Q0VFZ6,CF210_HUMAN,CFAP210,PF13868;
Q12796,PNRC1_HUMAN,PNRC1,PF15365;
Q12829,RB40B_HUMAN,RAB40B,PF00071;PF07525;
Q12901,ZN155_HUMAN,ZNF155,PF01352;PF00096;
Q12926,ELAV2_HUMAN,ELAVL2,PF00076;
Q12950,FOXD4_HUMAN,FOXD4,PF00250;
Q12988,HSPB3_HUMAN,HSPB3,PF00011;
Q12999,TSN31_HUMAN,TSPAN31,PF00335;
Q13103,SPP24_HUMAN,SPP2,PF07448;
Q13106,ZN154_HUMAN,ZNF154,PF01352;PF00096;
Q13203,MYBPH_HUMAN,MYBPH,PF00041;PF07679;
Q13398,ZN211_HUMAN,ZNF211,PF01352;PF00096;PF13912;
Q13401,PM2P3_HUMAN,PMS2P3,PF13589;PF01352;
Q13434,MKRN4_HUMAN,MKRN4P,PF15815;PF00097;PF00642;PF14608;PF18044;
Q13442,HAP28_HUMAN,PDAP1,PF10252;
Q13474,DRP2_HUMAN,DRP2,PF09068;PF09069;PF00435;PF00397;PF00569;
Q13606,OR5I1_HUMAN,OR5I1,PF13853;
Q13607,OR2F1_HUMAN,OR2F1,PF13853;
Q14093,CYLC2_HUMAN,CYLC2,PF15241;
Q14094,CCNI_HUMAN,CCNI,PF00134;
Q14201,BTG3_HUMAN,BTG3,PF07742;
Q14206,RCAN2_HUMAN,RCAN2,PF04847;
Q14409,GLPK3_HUMAN,GK3,PF02782;PF00370;
Q14439,GP176_HUMAN,GPR176,PF00001;
Q14576,ELAV3_HUMAN,ELAVL3,PF00076;
Q14590,ZN235_HUMAN,ZNF235,PF01352;PF00096;
Q14593,ZN273_HUMAN,ZNF273,PF01352;PF00096;
Q14641,INSL4_HUMAN,INSL4,null
Q14681,KCTD2_HUMAN,KCTD2,PF02214;
Q14952,KI2S3_HUMAN,KIR2DS3,PF00047;
Q14C87,T132D_HUMAN,TMEM132D,PF16070;PF15706;PF15705;
Q14CX5,MF13A_HUMAN,MFSD13A,PF13347;
Q15035,TRAM2_HUMAN,TRAM2,PF03798;
Q15048,LRC14_HUMAN,LRRC14,PF13516;
Q15181,IPYR_HUMAN,PPA1,PF00719;
Q15198,PGFRL_HUMAN,PDGFRL,PF13927;PF21339;
Q15238,PSG5_HUMAN,PSG5,PF13895;PF13927;PF07686;
Q15390,MTFR1_HUMAN,MTFR1,PF05308;
Q15391,P2Y14_HUMAN,P2RY14,PF00001;
Q15404,RSU1_HUMAN,RSU1,PF12799;PF13855;
Q15612,OR1Q1_HUMAN,OR1Q1,PF13853;
Q15617,OR8G1_HUMAN,OR8G1,PF13853;
Q15620,OR8B8_HUMAN,OR8B8,PF13853;
Q15651,HMGN3_HUMAN,HMGN3,PF01101;
Q15695,U2AFL_HUMAN,ZRSR2P1,PF00076;PF00642;
